<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Fri Oct 31 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414713601.660134}
INFO  - Fri Oct 31 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Fri Oct 31 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Fri Oct 31 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Fri Oct 31 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003379 }<br/>
INFO  - Fri Oct 31 0:01:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414713661.301123}
INFO  - Fri Oct 31 0:01:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:01}
INFO  - Fri Oct 31 0:01:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 31 0:01:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Fri Oct 31 0:01:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006113 }<br/>
INFO  - Fri Oct 31 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414713721.140608}
INFO  - Fri Oct 31 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Fri Oct 31 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 31 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Fri Oct 31 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006250 }<br/>
INFO  - Fri Oct 31 0:03:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414713781.178104}
INFO  - Fri Oct 31 0:03:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:01}
INFO  - Fri Oct 31 0:03:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Fri Oct 31 0:03:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:03:01 }<br/>
INFO  - Fri Oct 31 0:03:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003628 }<br/>
INFO  - Fri Oct 31 0:04:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414713841.182742}
INFO  - Fri Oct 31 0:04:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:04:01}
INFO  - Fri Oct 31 0:04:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 31 0:04:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:04:01 }<br/>
INFO  - Fri Oct 31 0:04:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002753 }<br/>
INFO  - Fri Oct 31 0:05:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414713901.227682}
INFO  - Fri Oct 31 0:05:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:05:01}
INFO  - Fri Oct 31 0:05:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Fri Oct 31 0:05:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:05:01 }<br/>
INFO  - Fri Oct 31 0:05:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003723 }<br/>
INFO  - Fri Oct 31 0:06:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414713961.826356}
INFO  - Fri Oct 31 0:06:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:06:01}
INFO  - Fri Oct 31 0:06:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Fri Oct 31 0:06:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:06:01 }<br/>
INFO  - Fri Oct 31 0:06:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006065 }<br/>
INFO  - Fri Oct 31 0:07:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414714021.746391}
INFO  - Fri Oct 31 0:07:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:07:01}
INFO  - Fri Oct 31 0:07:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Fri Oct 31 0:07:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:07:01 }<br/>
INFO  - Fri Oct 31 0:07:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006746 }<br/>
INFO  - Fri Oct 31 0:08:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414714081.713103}
INFO  - Fri Oct 31 0:08:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:08:01}
INFO  - Fri Oct 31 0:08:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 31 0:08:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:08:01 }<br/>
INFO  - Fri Oct 31 0:08:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002948 }<br/>
INFO  - Fri Oct 31 0:09:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414714141.444281}
INFO  - Fri Oct 31 0:09:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:09:01}
INFO  - Fri Oct 31 0:09:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 31 0:09:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:09:01 }<br/>
INFO  - Fri Oct 31 0:09:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002953 }<br/>
INFO  - Fri Oct 31 0:10:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414714201.941285}
INFO  - Fri Oct 31 0:10:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:10:01}
INFO  - Fri Oct 31 0:10:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 31 0:10:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:10:01 }<br/>
INFO  - Fri Oct 31 0:10:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003197 }<br/>
INFO  - Fri Oct 31 0:11:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414714261.934050}
INFO  - Fri Oct 31 0:11:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:11:01}
INFO  - Fri Oct 31 0:11:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Fri Oct 31 0:11:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:11:01 }<br/>
INFO  - Fri Oct 31 0:11:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003792 }<br/>
INFO  - Fri Oct 31 0:12:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414714321.981260}
INFO  - Fri Oct 31 0:12:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:12:01}
INFO  - Fri Oct 31 0:12:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Fri Oct 31 0:12:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:12:01 }<br/>
INFO  - Fri Oct 31 0:12:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006787 }<br/>
INFO  - Fri Oct 31 0:13:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414714381.917031}
INFO  - Fri Oct 31 0:13:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:13:01}
