<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Sun Nov 2 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886401.762785}
INFO  - Sun Nov 2 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Sun Nov 2 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Nov 2 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Sun Nov 2 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003136 }<br/>
INFO  - Sun Nov 2 0:01:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886461.373399}
INFO  - Sun Nov 2 0:01:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:01}
INFO  - Sun Nov 2 0:01:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Sun Nov 2 0:01:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Sun Nov 2 0:01:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.005960 }<br/>
INFO  - Sun Nov 2 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886521.361494}
INFO  - Sun Nov 2 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Sun Nov 2 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000001 }

INFO  - Sun Nov 2 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Sun Nov 2 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002765 }<br/>
INFO  - Sun Nov 2 0:03:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886581.235268}
INFO  - Sun Nov 2 0:03:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:01}
INFO  - Sun Nov 2 0:03:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Sun Nov 2 0:03:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:03:01 }<br/>
INFO  - Sun Nov 2 0:03:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003761 }<br/>
INFO  - Sun Nov 2 0:04:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886641.927978}
INFO  - Sun Nov 2 0:04:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:04:01}
INFO  - Sun Nov 2 0:04:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Sun Nov 2 0:04:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:04:01 }<br/>
INFO  - Sun Nov 2 0:04:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003027 }<br/>
INFO  - Sun Nov 2 0:05:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886701.982639}
INFO  - Sun Nov 2 0:05:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:05:01}
INFO  - Sun Nov 2 0:05:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Nov 2 0:05:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:05:01 }<br/>
INFO  - Sun Nov 2 0:05:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002935 }<br/>
INFO  - Sun Nov 2 0:06:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886761.592059}
INFO  - Sun Nov 2 0:06:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:06:01}
INFO  - Sun Nov 2 0:06:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Sun Nov 2 0:06:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:06:01 }<br/>
INFO  - Sun Nov 2 0:06:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006999 }<br/>
INFO  - Sun Nov 2 0:07:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886821.555834}
INFO  - Sun Nov 2 0:07:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:07:01}
INFO  - Sun Nov 2 0:07:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Nov 2 0:07:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:07:01 }<br/>
INFO  - Sun Nov 2 0:07:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003128 }<br/>
INFO  - Sun Nov 2 0:08:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886881.575675}
INFO  - Sun Nov 2 0:08:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:08:01}
INFO  - Sun Nov 2 0:08:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Nov 2 0:08:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:08:01 }<br/>
INFO  - Sun Nov 2 0:08:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003113 }<br/>
INFO  - Sun Nov 2 0:09:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414886941.601626}
INFO  - Sun Nov 2 0:09:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:09:01}
INFO  - Sun Nov 2 0:09:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Nov 2 0:09:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:09:01 }<br/>
INFO  - Sun Nov 2 0:09:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002801 }<br/>
INFO  - Sun Nov 2 0:10:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414887001.723679}
INFO  - Sun Nov 2 0:10:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:10:01}
INFO  - Sun Nov 2 0:10:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Nov 2 0:10:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:10:01 }<br/>
INFO  - Sun Nov 2 0:10:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003003 }<br/>
INFO  - Sun Nov 2 0:11:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414887061.339482}
INFO  - Sun Nov 2 0:11:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:11:01}
INFO  - Sun Nov 2 0:11:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000013 }

INFO  - Sun Nov 2 0:11:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:11:01 }<br/>
INFO  - Sun Nov 2 0:11:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006856 }<br/>
INFO  - Sun Nov 2 0:12:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414887121.200159}
INFO  - Sun Nov 2 0:12:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:12:01}
INFO  - Sun Nov 2 0:12:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Sun Nov 2 0:12:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:12:01 }<br/>
INFO  - Sun Nov 2 0:12:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003726 }<br/>
INFO  - Sun Nov 2 0:13:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414887181.128481}
INFO  - Sun Nov 2 0:13:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:13:01}
