<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Thu Oct 23 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022401.157225}
INFO  - Thu Oct 23 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Thu Oct 23 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Thu Oct 23 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Thu Oct 23 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.004592 }<br/>
INFO  - Thu Oct 23 0:01:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022461.799017}
INFO  - Thu Oct 23 0:01:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:01}
INFO  - Thu Oct 23 0:01:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:01:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Thu Oct 23 0:01:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.005976 }<br/>
INFO  - Thu Oct 23 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022521.406905}
INFO  - Thu Oct 23 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Thu Oct 23 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Thu Oct 23 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002928 }<br/>
INFO  - Thu Oct 23 0:03:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022581.454393}
INFO  - Thu Oct 23 0:03:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:01}
INFO  - Thu Oct 23 0:03:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:03:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:03:01 }<br/>
INFO  - Thu Oct 23 0:03:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003928 }<br/>
INFO  - Thu Oct 23 0:04:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022641.309873}
INFO  - Thu Oct 23 0:04:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:04:01}
INFO  - Thu Oct 23 0:04:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:04:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:04:01 }<br/>
INFO  - Thu Oct 23 0:04:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002907 }<br/>
INFO  - Thu Oct 23 0:05:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022701.318551}
INFO  - Thu Oct 23 0:05:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:05:01}
INFO  - Thu Oct 23 0:05:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:05:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:05:01 }<br/>
INFO  - Thu Oct 23 0:05:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002989 }<br/>
INFO  - Thu Oct 23 0:06:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022761.924908}
INFO  - Thu Oct 23 0:06:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:06:01}
INFO  - Thu Oct 23 0:06:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:06:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:06:01 }<br/>
INFO  - Thu Oct 23 0:06:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.005905 }<br/>
INFO  - Thu Oct 23 0:07:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022821.938319}
INFO  - Thu Oct 23 0:07:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:07:01}
INFO  - Thu Oct 23 0:07:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:07:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:07:01 }<br/>
INFO  - Thu Oct 23 0:07:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002849 }<br/>
INFO  - Thu Oct 23 0:08:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022881.570783}
INFO  - Thu Oct 23 0:08:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:08:01}
INFO  - Thu Oct 23 0:08:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Thu Oct 23 0:08:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:08:01 }<br/>
INFO  - Thu Oct 23 0:08:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003731 }<br/>
INFO  - Thu Oct 23 0:09:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414022941.654141}
INFO  - Thu Oct 23 0:09:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:09:01}
INFO  - Thu Oct 23 0:09:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:09:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:09:01 }<br/>
INFO  - Thu Oct 23 0:09:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002956 }<br/>
INFO  - Thu Oct 23 0:10:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414023001.680202}
INFO  - Thu Oct 23 0:10:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:10:01}
INFO  - Thu Oct 23 0:10:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:10:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:10:01 }<br/>
INFO  - Thu Oct 23 0:10:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006567 }<br/>
INFO  - Thu Oct 23 0:11:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414023061.300643}
INFO  - Thu Oct 23 0:11:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:11:01}
INFO  - Thu Oct 23 0:11:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:11:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:11:01 }<br/>
INFO  - Thu Oct 23 0:11:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006186 }<br/>
INFO  - Thu Oct 23 0:12:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414023121.161581}
INFO  - Thu Oct 23 0:12:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:12:01}
INFO  - Thu Oct 23 0:12:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 23 0:12:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:12:01 }<br/>
