<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Fri Oct 17 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413504001.256796}
INFO  - Fri Oct 17 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Fri Oct 17 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 17 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Fri Oct 17 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.005535 }<br/>
INFO  - Fri Oct 17 0:01:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413504061.892969}
INFO  - Fri Oct 17 0:01:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:01}
INFO  - Fri Oct 17 0:01:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Fri Oct 17 0:01:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Fri Oct 17 0:01:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.007025 }<br/>
INFO  - Fri Oct 17 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413504121.982163}
INFO  - Fri Oct 17 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Fri Oct 17 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000001 }

INFO  - Fri Oct 17 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Fri Oct 17 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002877 }<br/>
INFO  - Fri Oct 17 0:03:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413504181.053587}
INFO  - Fri Oct 17 0:03:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:01}
INFO  - Fri Oct 17 0:03:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 17 0:03:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:03:01 }<br/>
INFO  - Fri Oct 17 0:03:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003013 }<br/>
INFO  - Fri Oct 17 0:04:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413504241.133884}
INFO  - Fri Oct 17 0:04:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:04:01}
INFO  - Fri Oct 17 0:04:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000001 }

INFO  - Fri Oct 17 0:04:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:04:01 }<br/>
INFO  - Fri Oct 17 0:04:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002998 }<br/>
INFO  - Fri Oct 17 0:05:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413504301.220356}
INFO  - Fri Oct 17 0:05:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:05:01}
INFO  - Fri Oct 17 0:05:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Fri Oct 17 0:05:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:05:01 }<br/>
INFO  - Fri Oct 17 0:05:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003901 }<br/>
INFO  - Fri Oct 17 0:06:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413504361.837371}
INFO  - Fri Oct 17 0:06:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:06:01}
INFO  - Fri Oct 17 0:06:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Fri Oct 17 0:06:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:06:01 }<br/>
