<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Fri Oct 24 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414108801.705899}
INFO  - Fri Oct 24 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Fri Oct 24 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Fri Oct 24 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Fri Oct 24 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.004365 }<br/>
INFO  - Fri Oct 24 0:01:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414108861.337369}
INFO  - Fri Oct 24 0:01:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:01}
INFO  - Fri Oct 24 0:01:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Fri Oct 24 0:01:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Fri Oct 24 0:01:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006913 }<br/>
INFO  - Fri Oct 24 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414108921.345028}
INFO  - Fri Oct 24 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Fri Oct 24 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Fri Oct 24 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Fri Oct 24 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003793 }<br/>
INFO  - Fri Oct 24 0:03:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414108981.314040}
INFO  - Fri Oct 24 0:03:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:01}
INFO  - Fri Oct 24 0:03:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 24 0:03:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:03:01 }<br/>
INFO  - Fri Oct 24 0:03:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002981 }<br/>
INFO  - Fri Oct 24 0:04:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414109041.385240}
INFO  - Fri Oct 24 0:04:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:04:01}
INFO  - Fri Oct 24 0:04:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 24 0:04:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:04:01 }<br/>
INFO  - Fri Oct 24 0:04:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002893 }<br/>
INFO  - Fri Oct 24 0:05:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414109101.344877}
INFO  - Fri Oct 24 0:05:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:05:01}
INFO  - Fri Oct 24 0:05:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000001 }

INFO  - Fri Oct 24 0:05:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:05:01 }<br/>
INFO  - Fri Oct 24 0:05:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002901 }<br/>
INFO  - Fri Oct 24 0:06:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414109161.988167}
INFO  - Fri Oct 24 0:06:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:06:01}
INFO  - Fri Oct 24 0:06:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 24 0:06:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:06:01 }<br/>
INFO  - Fri Oct 24 0:06:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006601 }<br/>
INFO  - Fri Oct 24 0:07:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414109221.807101}
INFO  - Fri Oct 24 0:07:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:07:01}
INFO  - Fri Oct 24 0:07:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 24 0:07:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:07:01 }<br/>
INFO  - Fri Oct 24 0:07:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003556 }<br/>
INFO  - Fri Oct 24 0:08:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1414109281.635895}
INFO  - Fri Oct 24 0:08:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:08:01}
INFO  - Fri Oct 24 0:08:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Fri Oct 24 0:08:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:08:01 }<br/>
