<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Sun Oct 12 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072001.243796}
INFO  - Sun Oct 12 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Sun Oct 12 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Sun Oct 12 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Sun Oct 12 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003941 }<br/>
INFO  - Sun Oct 12 0:01:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072061.880547}
INFO  - Sun Oct 12 0:01:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:01}
INFO  - Sun Oct 12 0:01:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Sun Oct 12 0:01:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Sun Oct 12 0:01:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.007306 }<br/>
INFO  - Sun Oct 12 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072121.966799}
INFO  - Sun Oct 12 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Sun Oct 12 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Sun Oct 12 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006413 }<br/>
INFO  - Sun Oct 12 0:03:02 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072182.049576}
INFO  - Sun Oct 12 0:03:02 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:02}
INFO  - Sun Oct 12 0:03:02 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000001 }

INFO  - Sun Oct 12 0:03:02 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:03:02 }<br/>
INFO  - Sun Oct 12 0:03:02 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002801 }<br/>
INFO  - Sun Oct 12 0:04:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072241.158688}
INFO  - Sun Oct 12 0:04:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:04:01}
INFO  - Sun Oct 12 0:04:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:04:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:04:01 }<br/>
INFO  - Sun Oct 12 0:04:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002930 }<br/>
INFO  - Sun Oct 12 0:05:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072301.230253}
INFO  - Sun Oct 12 0:05:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:05:01}
INFO  - Sun Oct 12 0:05:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:05:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:05:01 }<br/>
INFO  - Sun Oct 12 0:05:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002972 }<br/>
INFO  - Sun Oct 12 0:06:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072361.854222}
INFO  - Sun Oct 12 0:06:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:06:01}
INFO  - Sun Oct 12 0:06:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:06:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:06:01 }<br/>
INFO  - Sun Oct 12 0:06:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002658 }<br/>
INFO  - Sun Oct 12 0:07:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072421.922667}
INFO  - Sun Oct 12 0:07:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:07:01}
INFO  - Sun Oct 12 0:07:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:07:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:07:01 }<br/>
INFO  - Sun Oct 12 0:07:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002751 }<br/>
INFO  - Sun Oct 12 0:08:02 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072482.001019}
INFO  - Sun Oct 12 0:08:02 UTC 2014 --> ANDROID::PUSH Start at:: {12:08:02}
INFO  - Sun Oct 12 0:08:02 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:08:02 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:08:01 }<br/>
INFO  - Sun Oct 12 0:08:02 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002786 }<br/>
INFO  - Sun Oct 12 0:09:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072541.098870}
INFO  - Sun Oct 12 0:09:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:09:01}
INFO  - Sun Oct 12 0:09:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Sun Oct 12 0:09:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:09:01 }<br/>
INFO  - Sun Oct 12 0:09:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006197 }<br/>
INFO  - Sun Oct 12 0:10:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072601.166070}
INFO  - Sun Oct 12 0:10:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:10:01}
INFO  - Sun Oct 12 0:10:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Sun Oct 12 0:10:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:10:01 }<br/>
INFO  - Sun Oct 12 0:10:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.007149 }<br/>
INFO  - Sun Oct 12 0:11:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072661.813288}
INFO  - Sun Oct 12 0:11:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:11:01}
INFO  - Sun Oct 12 0:11:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:11:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:11:01 }<br/>
INFO  - Sun Oct 12 0:11:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002734 }<br/>
INFO  - Sun Oct 12 0:12:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072721.899111}
INFO  - Sun Oct 12 0:12:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:12:01}
INFO  - Sun Oct 12 0:12:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000001 }

INFO  - Sun Oct 12 0:12:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:12:01 }<br/>
INFO  - Sun Oct 12 0:12:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002762 }<br/>
INFO  - Sun Oct 12 0:13:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072781.965829}
INFO  - Sun Oct 12 0:13:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:13:01}
INFO  - Sun Oct 12 0:13:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:13:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:13:01 }<br/>
INFO  - Sun Oct 12 0:13:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002987 }<br/>
INFO  - Sun Oct 12 0:14:02 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072842.035581}
INFO  - Sun Oct 12 0:14:02 UTC 2014 --> ANDROID::PUSH Start at:: {12:14:02}
INFO  - Sun Oct 12 0:14:02 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 12 0:14:02 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:14:02 }<br/>
INFO  - Sun Oct 12 0:14:02 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002897 }<br/>
INFO  - Sun Oct 12 0:15:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072901.143310}
INFO  - Sun Oct 12 0:15:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:15:01}
INFO  - Sun Oct 12 0:15:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Sun Oct 12 0:15:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:15:01 }<br/>
INFO  - Sun Oct 12 0:15:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.004056 }<br/>
INFO  - Sun Oct 12 0:16:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413072961.779488}
