<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Sun Oct 19 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413676801.676355}
INFO  - Sun Oct 19 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Sun Oct 19 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 19 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Sun Oct 19 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003024 }<br/>
INFO  - Sun Oct 19 0:01:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413676861.302673}
INFO  - Sun Oct 19 0:01:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:01}
INFO  - Sun Oct 19 0:01:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Sun Oct 19 0:01:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Sun Oct 19 0:01:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.007101 }<br/>
INFO  - Sun Oct 19 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413676921.303126}
INFO  - Sun Oct 19 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Sun Oct 19 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Sun Oct 19 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Sun Oct 19 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003272 }<br/>
INFO  - Sun Oct 19 0:03:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413676981.217215}
INFO  - Sun Oct 19 0:03:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:01}
INFO  - Sun Oct 19 0:03:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

