<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Thu Oct 16 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413417601.539446}
INFO  - Thu Oct 16 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Thu Oct 16 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Thu Oct 16 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Thu Oct 16 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.009518 }<br/>
INFO  - Thu Oct 16 0:01:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413417661.153484}
INFO  - Thu Oct 16 0:01:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:01}
INFO  - Thu Oct 16 0:01:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Thu Oct 16 0:01:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Thu Oct 16 0:01:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006186 }<br/>
INFO  - Thu Oct 16 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413417721.246219}
INFO  - Thu Oct 16 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Thu Oct 16 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Thu Oct 16 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Thu Oct 16 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003769 }<br/>
INFO  - Thu Oct 16 0:03:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413417781.317419}
INFO  - Thu Oct 16 0:03:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:01}
INFO  - Thu Oct 16 0:03:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 16 0:03:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:03:01 }<br/>
INFO  - Thu Oct 16 0:03:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003067 }<br/>
INFO  - Thu Oct 16 0:04:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413417841.402078}
INFO  - Thu Oct 16 0:04:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:04:01}
INFO  - Thu Oct 16 0:04:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 16 0:04:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:04:01 }<br/>
INFO  - Thu Oct 16 0:04:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002996 }<br/>
INFO  - Thu Oct 16 0:05:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413417901.468318}
INFO  - Thu Oct 16 0:05:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:05:01}
INFO  - Thu Oct 16 0:05:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 16 0:05:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:05:01 }<br/>
INFO  - Thu Oct 16 0:05:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002841 }<br/>
INFO  - Thu Oct 16 0:06:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413417961.085138}
INFO  - Thu Oct 16 0:06:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:06:01}
INFO  - Thu Oct 16 0:06:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 16 0:06:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:06:01 }<br/>
INFO  - Thu Oct 16 0:06:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006021 }<br/>
INFO  - Thu Oct 16 0:07:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413418021.196149}
INFO  - Thu Oct 16 0:07:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:07:01}
INFO  - Thu Oct 16 0:07:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 16 0:07:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:07:01 }<br/>
INFO  - Thu Oct 16 0:07:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.004842 }<br/>
INFO  - Thu Oct 16 0:08:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413418081.268918}
INFO  - Thu Oct 16 0:08:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:08:01}
INFO  - Thu Oct 16 0:08:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Thu Oct 16 0:08:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:08:01 }<br/>
INFO  - Thu Oct 16 0:08:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002907 }<br/>
INFO  - Thu Oct 16 0:09:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413418141.350012}
INFO  - Thu Oct 16 0:09:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:09:01}
INFO  - Thu Oct 16 0:09:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Thu Oct 16 0:09:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:09:01 }<br/>
INFO  - Thu Oct 16 0:09:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003776 }<br/>
INFO  - Thu Oct 16 0:10:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413418201.440920}
INFO  - Thu Oct 16 0:10:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:10:01}
INFO  - Thu Oct 16 0:10:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Thu Oct 16 0:10:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:10:01 }<br/>
INFO  - Thu Oct 16 0:10:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.004398 }<br/>
INFO  - Thu Oct 16 0:11:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413418261.059300}
INFO  - Thu Oct 16 0:11:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:11:01}
INFO  - Thu Oct 16 0:11:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Thu Oct 16 0:11:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:11:01 }<br/>
INFO  - Thu Oct 16 0:11:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006626 }<br/>
INFO  - Thu Oct 16 0:12:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413418321.139841}
INFO  - Thu Oct 16 0:12:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:12:01}
INFO  - Thu Oct 16 0:12:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

