<?php  if (!defined('BASEPATH')) exit('No direct script access allowed'); ?>

INFO  - Wed Oct 15 0:00:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331201.361040}
INFO  - Wed Oct 15 0:00:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:00:01}
INFO  - Wed Oct 15 0:00:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Wed Oct 15 0:00:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:00:01 }<br/>
INFO  - Wed Oct 15 0:00:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006210 }<br/>
INFO  - Wed Oct 15 0:01:02 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331262.002303}
INFO  - Wed Oct 15 0:01:02 UTC 2014 --> ANDROID::PUSH Start at:: {12:01:02}
INFO  - Wed Oct 15 0:01:02 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:01:02 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:01:01 }<br/>
INFO  - Wed Oct 15 0:01:02 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006212 }<br/>
INFO  - Wed Oct 15 0:02:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331321.090663}
INFO  - Wed Oct 15 0:02:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:02:01}
INFO  - Wed Oct 15 0:02:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Wed Oct 15 0:02:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:02:01 }<br/>
INFO  - Wed Oct 15 0:02:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003679 }<br/>
INFO  - Wed Oct 15 0:03:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331381.187479}
INFO  - Wed Oct 15 0:03:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:03:01}
INFO  - Wed Oct 15 0:03:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000013 }

INFO  - Wed Oct 15 0:03:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:03:01 }<br/>
INFO  - Wed Oct 15 0:03:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006675 }<br/>
INFO  - Wed Oct 15 0:04:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331441.292500}
INFO  - Wed Oct 15 0:04:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:04:01}
INFO  - Wed Oct 15 0:04:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Wed Oct 15 0:04:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:04:01 }<br/>
INFO  - Wed Oct 15 0:04:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003943 }<br/>
INFO  - Wed Oct 15 0:05:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331501.371446}
INFO  - Wed Oct 15 0:05:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:05:01}
INFO  - Wed Oct 15 0:05:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:05:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:05:01 }<br/>
INFO  - Wed Oct 15 0:05:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002923 }<br/>
INFO  - Wed Oct 15 0:06:02 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331562.022807}
INFO  - Wed Oct 15 0:06:02 UTC 2014 --> ANDROID::PUSH Start at:: {12:06:02}
INFO  - Wed Oct 15 0:06:02 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Wed Oct 15 0:06:02 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:06:02 }<br/>
INFO  - Wed Oct 15 0:06:02 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.007298 }<br/>
INFO  - Wed Oct 15 0:07:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331621.097677}
INFO  - Wed Oct 15 0:07:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:07:01}
INFO  - Wed Oct 15 0:07:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Wed Oct 15 0:07:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:07:01 }<br/>
INFO  - Wed Oct 15 0:07:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003687 }<br/>
INFO  - Wed Oct 15 0:08:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331681.179374}
INFO  - Wed Oct 15 0:08:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:08:01}
INFO  - Wed Oct 15 0:08:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:08:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:08:01 }<br/>
INFO  - Wed Oct 15 0:08:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.005751 }<br/>
INFO  - Wed Oct 15 0:09:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331741.243569}
INFO  - Wed Oct 15 0:09:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:09:01}
INFO  - Wed Oct 15 0:09:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:09:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:09:01 }<br/>
INFO  - Wed Oct 15 0:09:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003068 }<br/>
INFO  - Wed Oct 15 0:10:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331801.321234}
INFO  - Wed Oct 15 0:10:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:10:01}
INFO  - Wed Oct 15 0:10:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Wed Oct 15 0:10:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:10:01 }<br/>
INFO  - Wed Oct 15 0:10:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.004464 }<br/>
INFO  - Wed Oct 15 0:11:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331861.964073}
INFO  - Wed Oct 15 0:11:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:11:01}
INFO  - Wed Oct 15 0:11:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:11:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:11:01 }<br/>
INFO  - Wed Oct 15 0:11:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006094 }<br/>
INFO  - Wed Oct 15 0:12:02 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331922.040205}
INFO  - Wed Oct 15 0:12:02 UTC 2014 --> ANDROID::PUSH Start at:: {12:12:02}
INFO  - Wed Oct 15 0:12:02 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:12:02 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:12:02 }<br/>
INFO  - Wed Oct 15 0:12:02 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002826 }<br/>
INFO  - Wed Oct 15 0:13:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413331981.149039}
INFO  - Wed Oct 15 0:13:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:13:01}
INFO  - Wed Oct 15 0:13:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:13:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:13:01 }<br/>
INFO  - Wed Oct 15 0:13:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002840 }<br/>
INFO  - Wed Oct 15 0:14:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413332041.214552}
INFO  - Wed Oct 15 0:14:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:14:01}
INFO  - Wed Oct 15 0:14:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:14:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:14:01 }<br/>
INFO  - Wed Oct 15 0:14:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003198 }<br/>
INFO  - Wed Oct 15 0:15:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413332101.282253}
INFO  - Wed Oct 15 0:15:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:15:01}
INFO  - Wed Oct 15 0:15:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000004 }

INFO  - Wed Oct 15 0:15:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:15:01 }<br/>
INFO  - Wed Oct 15 0:15:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.002987 }<br/>
INFO  - Wed Oct 15 0:16:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413332161.919880}
INFO  - Wed Oct 15 0:16:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:16:01}
INFO  - Wed Oct 15 0:16:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000002 }

INFO  - Wed Oct 15 0:16:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:16:01 }<br/>
INFO  - Wed Oct 15 0:16:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.006208 }<br/>
INFO  - Wed Oct 15 0:17:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413332221.985022}
INFO  - Wed Oct 15 0:17:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:17:01}
INFO  - Wed Oct 15 0:17:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Wed Oct 15 0:17:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:17:01 }<br/>
INFO  - Wed Oct 15 0:17:01 UTC 2014 --> ANDROID::Cron END Time::'{ TOTAL Time:: 0.003948 }<br/>
INFO  - Wed Oct 15 0:18:01 UTC 2014 --> ANDROID::Push Insertion Start at:: {1413332281.063163}
INFO  - Wed Oct 15 0:18:01 UTC 2014 --> ANDROID::PUSH Start at:: {12:18:01}
INFO  - Wed Oct 15 0:18:01 UTC 2014 --> ANDROID::PUSH Total Time::'{ Total Time:: 0.000003 }

INFO  - Wed Oct 15 0:18:01 UTC 2014 --> ANDROID::Cron START Time::'{ START Time:: 12:18:01 }<br/>
